Lead_ID,Lead_Source,Campaign,Impressions,Clicks,Leads,Qualified_Leads,Opportunities,Conversions,Marketing_Spend,Date
338,Google Ads,B2B Outreach,9730,447,101,74,36,22,1180.69,2024-05-08
339,Organic Search,Brand Awareness,3627,299,104,57,41,15,1608.3,2024-04-08
340,LinkedIn Ads,Search Campaign,5835,332,60,46,26,15,466.37,2024-01-05
341,Organic Search,Retargeting,10848,1019,332,181,115,62,836.23,2024-02-16
342,Email Marketing,Retargeting,5211,174,49,33,13,7,1040.21,2024-01-12
343,Google Ads,Brand Awareness,2882,206,71,47,35,18,875.59,2024-04-11
344,LinkedIn Ads,B2B Outreach,11802,569,165,104,62,30,1239.1,2024-06-27
345,Organic Search,Retargeting,8068,954,192,151,106,56,1920.88,2024-02-17
346,Google Ads,Search Campaign,12750,507,158,103,76,49,312.42,2024-02-07
347,LinkedIn Ads,Newsletter,7442,523,119,85,65,19,1058.32,2024-04-02
348,Google Ads,Brand Awareness,7845,745,203,111,57,25,1647.99,2024-05-31
349,Google Ads,Retargeting,2695,209,62,52,24,16,361.66,2024-01-30
350,Google Ads,Brand Awareness,12886,437,81,58,24,7,1886.76,2024-05-07
351,Google Ads,Retargeting,10392,1028,320,228,99,49,339.77,2024-05-07
352,Email Marketing,Retargeting,9427,628,73,45,19,11,1905.84,2024-02-03
353,Facebook Ads,Newsletter,4092,474,109,65,27,13,1630.13,2024-05-23
354,Google Ads,Brand Awareness,9355,402,111,81,39,25,922.35,2024-04-29
355,Email Marketing,B2B Outreach,5965,321,33,23,16,8,594.69,2024-01-13
356,Google Ads,Newsletter,3556,175,35,26,12,7,1760.48,2024-03-14
357,Organic Search,Retargeting,9651,832,98,72,35,20,1680.56,2024-05-31
358,Organic Search,Search Campaign,8846,360,118,88,49,17,1787.59,2024-04-07
359,Google Ads,Brand Awareness,9016,877,157,78,47,14,697.11,2024-02-07
360,LinkedIn Ads,Retargeting,8352,297,92,46,22,13,769.29,2024-05-18
361,Email Marketing,Brand Awareness,6728,419,70,55,28,17,1805.37,2024-05-20
362,LinkedIn Ads,B2B Outreach,11298,1264,245,205,89,51,1088.87,2024-06-09
363,LinkedIn Ads,Brand Awareness,14091,1225,338,169,78,45,1399.49,2024-06-09
364,Facebook Ads,Retargeting,5607,552,186,138,71,24,1607.28,2024-05-19
365,LinkedIn Ads,B2B Outreach,3316,113,21,17,10,4,1023.86,2024-05-25
366,Organic Search,Newsletter,9935,627,120,62,43,20,1679.92,2024-01-31
367,LinkedIn Ads,Search Campaign,14936,1331,290,234,113,64,1293.95,2024-06-10
368,LinkedIn Ads,B2B Outreach,5976,252,66,50,26,14,911.24,2024-02-23
369,LinkedIn Ads,Search Campaign,3461,284,34,17,11,6,1607.63,2024-02-22
370,Facebook Ads,Retargeting,9982,1050,108,68,36,11,423.86,2024-05-17
371,Organic Search,Search Campaign,2674,198,39,26,16,4,1035.37,2024-05-01
372,Email Marketing,Brand Awareness,5259,345,100,65,32,12,436.73,2024-01-27
373,Email Marketing,Retargeting,13956,514,100,62,29,13,797.78,2024-06-01
374,Email Marketing,Retargeting,10224,986,153,110,69,36,1393.41,2024-05-14
375,Google Ads,B2B Outreach,9395,998,105,85,60,36,1024.39,2024-02-28
376,LinkedIn Ads,Retargeting,10835,1202,333,275,176,86,307.49,2024-06-20
377,Google Ads,Retargeting,11433,942,327,190,116,65,1360.26,2024-02-01
378,LinkedIn Ads,Newsletter,8683,867,131,98,63,41,1724.95,2024-02-14
379,Facebook Ads,Search Campaign,8410,995,230,187,87,48,1657.75,2024-06-23
380,Facebook Ads,Newsletter,8707,525,147,101,42,24,1442.17,2024-04-23
381,Google Ads,Search Campaign,12244,915,144,74,41,17,1569.96,2024-03-01
382,Organic Search,Brand Awareness,7241,660,78,46,33,15,1183.84,2024-05-20
383,Facebook Ads,Search Campaign,13486,457,64,41,19,6,1718.57,2024-03-15
384,Google Ads,B2B Outreach,12572,973,192,140,62,34,1096.82,2024-03-04
385,Email Marketing,Newsletter,9866,1167,282,166,95,51,331.55,2024-04-27
386,Email Marketing,Search Campaign,12193,1442,212,164,125,84,1928.24,2024-03-20
387,Google Ads,B2B Outreach,8593,1005,199,158,112,47,617.67,2024-06-19
388,LinkedIn Ads,Search Campaign,7158,718,244,187,138,74,1703.73,2024-02-05
389,Organic Search,Newsletter,3636,232,55,42,17,10,520.2,2024-02-24
390,Organic Search,Retargeting,12695,1304,213,124,69,45,200.8,2024-01-09
391,Facebook Ads,Brand Awareness,11653,766,252,213,89,53,869.1,2024-05-27
392,Google Ads,Newsletter,2628,86,9,5,2,1,1986.4,2024-04-02
393,Email Marketing,B2B Outreach,12195,995,202,160,121,78,1953.87,2024-03-27
394,LinkedIn Ads,B2B Outreach,14602,728,79,40,18,11,708.46,2024-03-08
395,Organic Search,B2B Outreach,14996,1420,341,221,117,74,458.87,2024-02-16
396,Google Ads,Brand Awareness,12230,1408,454,293,208,102,1095.57,2024-04-25
397,LinkedIn Ads,Search Campaign,5180,430,63,38,28,10,328.08,2024-03-08
398,Google Ads,Brand Awareness,2270,247,53,28,20,6,1508.15,2024-01-24
399,LinkedIn Ads,B2B Outreach,12775,1135,156,125,76,31,965.41,2024-03-09
400,LinkedIn Ads,Newsletter,6958,288,83,41,23,11,298.34,2024-05-17
401,Organic Search,B2B Outreach,12919,650,114,69,33,9,1512.82,2024-03-16
402,Facebook Ads,Newsletter,5109,489,127,81,56,30,1812.87,2024-04-10
403,Email Marketing,Retargeting,8680,457,76,41,21,14,930.35,2024-01-16
404,Organic Search,Newsletter,12743,1256,295,162,89,41,1556.89,2024-02-01
405,Organic Search,Search Campaign,6538,354,81,48,31,15,851.08,2024-02-17
406,Email Marketing,Search Campaign,8579,745,98,68,48,28,509.76,2024-03-21
407,Email Marketing,B2B Outreach,12728,895,125,70,30,18,419.65,2024-05-01
408,Organic Search,Brand Awareness,2166,230,42,21,8,2,584.11,2024-03-24
409,Email Marketing,Brand Awareness,11523,508,65,49,32,15,1188.76,2024-03-21
410,Google Ads,Newsletter,9106,668,151,95,72,22,1607.91,2024-06-11
411,Google Ads,B2B Outreach,4535,461,117,93,40,20,1101.96,2024-05-13
412,LinkedIn Ads,Newsletter,9032,705,165,107,56,27,413.29,2024-03-04
413,Organic Search,Retargeting,10125,807,160,87,64,23,757.62,2024-05-30
414,Organic Search,Search Campaign,11729,1271,340,264,132,72,1229.14,2024-01-16
415,Email Marketing,Search Campaign,13254,1478,152,111,46,23,717.74,2024-03-15
416,Email Marketing,Brand Awareness,12116,748,190,117,81,37,323.04,2024-02-28
417,Google Ads,Brand Awareness,5104,284,59,43,22,7,873.06,2024-02-02
418,Email Marketing,Brand Awareness,5765,553,71,54,38,20,1982.65,2024-01-24
419,Facebook Ads,Search Campaign,8481,972,319,160,92,63,385.62,2024-02-27
420,LinkedIn Ads,B2B Outreach,11533,922,135,95,45,22,333.28,2024-05-10
421,Google Ads,Search Campaign,8241,605,101,60,39,26,1286.55,2024-02-08
422,Email Marketing,Brand Awareness,14506,533,180,108,47,25,1322.57,2024-04-20
423,LinkedIn Ads,Retargeting,4849,452,87,60,34,19,1250.4,2024-04-09
424,LinkedIn Ads,Newsletter,7178,601,190,157,69,24,1900.53,2024-05-29
425,Organic Search,Newsletter,4994,546,82,57,38,21,934.67,2024-04-22
426,Google Ads,Brand Awareness,6396,527,86,56,43,19,1711.64,2024-04-15
427,Google Ads,B2B Outreach,9071,821,282,151,60,28,366.73,2024-03-25
428,Google Ads,Search Campaign,9294,954,300,235,142,67,1993.27,2024-04-01
429,Google Ads,Newsletter,14048,1112,297,221,106,59,1673.07,2024-04-20
430,Google Ads,Search Campaign,7166,234,44,22,9,5,838.75,2024-06-26
431,LinkedIn Ads,Search Campaign,13202,651,162,114,62,26,1792.94,2024-05-06
432,LinkedIn Ads,B2B Outreach,6370,474,80,62,34,17,656.04,2024-03-31
433,Organic Search,Brand Awareness,14013,788,230,149,71,44,800.49,2024-01-28
434,Facebook Ads,Brand Awareness,4912,543,144,111,64,35,647.09,2024-06-16
435,Email Marketing,Search Campaign,12659,989,134,103,58,29,1613.18,2024-01-04
436,Organic Search,Search Campaign,14543,969,210,107,51,21,1483.33,2024-06-14
437,Google Ads,Retargeting,10312,550,76,42,17,6,1395.59,2024-04-18
438,Google Ads,Retargeting,2802,287,29,23,13,6,658.79,2024-03-01
439,Organic Search,Search Campaign,13582,501,159,125,60,37,1615.44,2024-04-19
440,LinkedIn Ads,Search Campaign,8121,516,86,49,25,16,339.75,2024-04-18
441,Email Marketing,Brand Awareness,4594,282,64,49,36,15,1031.32,2024-06-06
442,Google Ads,Brand Awareness,8968,279,48,31,17,10,892.65,2024-04-21
443,Facebook Ads,B2B Outreach,8038,551,157,125,76,46,734.22,2024-02-02
444,Organic Search,Search Campaign,10912,734,207,167,74,40,1247.86,2024-06-10
445,Google Ads,Brand Awareness,11928,585,103,57,28,11,804.21,2024-05-05
446,Facebook Ads,Newsletter,6507,530,183,118,82,53,1422.16,2024-06-16
447,Facebook Ads,Retargeting,8318,813,122,74,45,23,239.85,2024-02-17
448,Organic Search,Retargeting,7552,563,187,122,96,48,405.71,2024-01-26
449,Facebook Ads,Newsletter,14592,1329,389,324,230,125,1743.16,2024-05-10
450,Email Marketing,Newsletter,9374,1028,159,119,89,52,1455.1,2024-02-25
451,Facebook Ads,Brand Awareness,5904,424,135,77,34,14,1156.84,2024-06-05
452,Email Marketing,Newsletter,6434,668,134,89,36,16,1365.99,2024-05-25
453,Facebook Ads,Retargeting,12674,700,106,54,31,11,1537.55,2024-03-19
454,Organic Search,Retargeting,10923,864,298,195,118,82,616.79,2024-05-02
455,Facebook Ads,B2B Outreach,11961,704,109,67,36,11,865.23,2024-02-29
456,LinkedIn Ads,B2B Outreach,8003,272,50,41,22,13,1716.19,2024-05-16
457,Facebook Ads,Newsletter,2670,273,80,55,23,13,1250.68,2024-04-10
458,Email Marketing,Brand Awareness,5439,531,159,108,49,27,1316.85,2024-01-29
459,Facebook Ads,Search Campaign,4618,209,31,25,17,11,1565.69,2024-05-10
460,Google Ads,Brand Awareness,3812,338,108,75,48,17,1053.06,2024-01-13
461,Email Marketing,Newsletter,8410,457,68,41,20,7,964.73,2024-05-17
462,LinkedIn Ads,Newsletter,12539,1217,291,205,92,43,1011.4,2024-03-02
463,Google Ads,Brand Awareness,2383,189,44,31,21,8,1151.7,2024-06-04
464,Facebook Ads,Search Campaign,14180,1311,202,143,72,40,1666.89,2024-05-11
465,Organic Search,Search Campaign,9647,950,139,73,49,21,978.22,2024-01-01
466,Organic Search,B2B Outreach,5748,306,33,26,12,6,270.16,2024-06-26
467,Email Marketing,Brand Awareness,5759,340,110,89,47,31,1993.08,2024-05-25
468,Email Marketing,Search Campaign,4378,451,124,103,75,49,1880.43,2024-03-31
469,Google Ads,Search Campaign,8623,781,79,52,32,13,772.59,2024-02-04
470,Organic Search,Search Campaign,12698,792,234,163,85,47,617.63,2024-06-14
471,Organic Search,Newsletter,13678,1351,345,264,109,69,1315.15,2024-04-08
472,Organic Search,Retargeting,10706,923,291,205,129,89,1562.11,2024-06-19
473,LinkedIn Ads,Search Campaign,5521,517,102,59,37,24,1872.45,2024-01-28
474,Google Ads,Brand Awareness,9876,858,186,121,72,46,1030.1,2024-06-14
475,Google Ads,Search Campaign,11229,390,83,61,40,17,1895.05,2024-01-21
476,LinkedIn Ads,B2B Outreach,11131,835,227,168,110,45,481.17,2024-03-04
477,Email Marketing,Retargeting,8982,753,109,81,47,26,1707.26,2024-05-21
478,Email Marketing,Search Campaign,5505,174,51,36,24,15,1645.06,2024-06-14
479,Organic Search,B2B Outreach,4690,410,138,111,70,44,1356.64,2024-01-26
480,Organic Search,B2B Outreach,11802,983,185,95,39,18,352.22,2024-05-07
481,Google Ads,Search Campaign,4387,479,153,111,53,34,1794.97,2024-06-24
482,Google Ads,Retargeting,12394,1194,204,159,127,39,1815.26,2024-04-28
483,Facebook Ads,Retargeting,9431,1081,317,172,92,43,912.73,2024-01-17
484,Google Ads,Retargeting,5135,566,99,68,48,22,502.61,2024-01-20
485,Google Ads,Retargeting,6145,332,41,22,10,6,1566.73,2024-02-09
486,Facebook Ads,Search Campaign,10775,749,127,98,51,21,618.51,2024-02-29
487,LinkedIn Ads,Newsletter,2649,140,26,19,8,3,1656.24,2024-03-22
488,Facebook Ads,B2B Outreach,8079,297,102,60,26,16,1472.02,2024-02-15
489,Facebook Ads,B2B Outreach,12335,543,119,92,47,19,205.65,2024-02-29
490,Google Ads,B2B Outreach,7462,279,59,35,25,8,953.49,2024-01-09
491,Facebook Ads,Brand Awareness,13029,1241,302,221,157,101,764.98,2024-03-03
492,Google Ads,B2B Outreach,11718,1237,429,348,190,71,1080.91,2024-03-16
493,Email Marketing,Retargeting,5109,538,102,81,45,19,1017.18,2024-03-29
494,Facebook Ads,Retargeting,13069,1454,468,367,221,131,1123.21,2024-01-14
495,Facebook Ads,Search Campaign,3630,240,82,67,46,18,436.98,2024-04-29
496,Email Marketing,Newsletter,10411,467,146,98,55,36,1286.93,2024-06-14
497,Email Marketing,Retargeting,8855,710,136,105,52,35,1809.17,2024-03-16
498,Google Ads,Retargeting,11018,1168,349,195,130,50,592.77,2024-03-24
499,LinkedIn Ads,Retargeting,5558,461,132,94,60,19,877.75,2024-03-21
500,LinkedIn Ads,Brand Awareness,12165,655,156,88,45,17,1907.31,2024-01-23
